# Output of restore_tide_db.
# This file was converted from harmonics-dwf-20071228-free.tcd
# at 2007-12-28 18:19 EST
#
# ** The following boilerplate text is a placeholder only.  Please       **
# ** replace it with the boilerplate and changelog available separately. **
#
# Definitions and constants for XTide
#
# NOTE:  This file should not be used as-is to provide a constituent
# set to harmgen because it may contain multiple constituents with the
# same frequency.  A better constituent set is included in the harmgen
# distribution (see the README).
#
#
# ********* NOT FOR NAVIGATION ********
#
# *** DO NOT RELY ON THIS DATA FILE FOR DECISIONS THAT CAN RESULT IN ***
# ***                   HARM TO ANYONE OR ANYTHING.                  ***
#
# This data file is distributed in the hope that it will be useful,
# but WITHOUT ANY WARRANTY; without even the implied warranty of
# MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.
#
# Highly trustworthy tide predictions cannot be achieved on a zero
# budget.  If you need guaranteed results, don't use this data!
# Contact the tide authority for your region (NOAA in the U.S.).
#
# WHOSOEVER CHOOSES TO REDISTRIBUTE THIS DATA ASSUMES ALL LIABILITY
# ASSOCIATED THEREWITH.  NEITHER DAVID FLATER NOR ANYONE ELSE INVOLVED
# SHALL BE LIABLE PERSONALLY OR OTHERWISE FOR ANY LOSSES THAT THE
# REDISTRIBUTOR MIGHT SUFFER AS A CONSEQUENCE OF ANY CLAIMS, BOGUS OR
# OTHERWISE, THAT ARE MADE TO THIS DATA.
#
#
# ------------- Begin congen output -------------
#
# Number of constituents
175
#
# Constituent speeds
# Format:  identifier [whitespace] speed [CR]
# Speed is in degrees per solar hour.
# Identifier is just a name for the constituent.  They are for
# readability only; XTide assumes that the constituents will be listed
# in the same order throughout this file.
0.8246 0.9778 1.1530 1.3276 1.4760 1.5744 1.6073 1.5696 1.4671 1.3161
1.1405 0.9662 0.8152 0.7020 0.6311 0.6012 0.6099 0.6583 0.7485 0.8799
1.0440 1.2222 1.3896 1.5209 1.5954 1.6010 1.5368 1.4133 1.2497 1.0714
0.9039 0.7666 0.6696 0.6148 0.6000 0.6238 0.6881 0.7949 0.9404 1.1124
1.2897 1.4462 1.5574 1.6060 1.5841 1.4951 1.3534 1.1812 1.0041 0.8463
0.7239 0.6435 0.6045 0.6046 0.6438 0.7243 0.8470 1.0050 1.1818 1.3540
1.4957 1.5844 1.6060 1.5571 1.4455 1.2888 1.1117 0.9398 0.7942 0.6877
0.6236 0.6000 0.6150 0.6700 0.7670 0.9045 1.0723 1.2506 1.4139 1.5372
1.6011 1.5952 1.5205 1.3891 1.2213 1.0431 0.8794 0.7481 0.6580 0.6098
0.6012 0.6313 0.7025 0.8159 0.9668 1.1412 1.3169 1.4677 1.5698 1.6073
1.5741
MKL2S2
0.8471 0.7136 0.8094 1.1626 1.3086 0.9747 0.8262 1.4657 1.6677 1.1289
0.7863 1.2946 1.3924 1.0120 0.7217 0.8415 0.9509 0.9044 0.7665 0.6891
0.8626 1.1379 1.1633 0.8336 0.9395 1.5371 1.5834 0.9668 0.9047 1.4598
1.4280 0.9391 0.7545 0.9636 1.0065 0.8661 0.7062 0.7106 0.9048 1.0815
1.0111 0.7536 1.0506 1.5488 1.4478 0.8240 1.0720 1.5889 1.4106 0.8489
0.8490 1.0954 1.0426 0.8163 0.6811 0.7629 0.9297 1.0037 0.8715 0.7424
1.1331 1.5039 1.2768 0.7508 1.2475 1.6681 1.3386 0.7736 0.9949 1.2210
1.0526 0.7651 0.7016 0.8306 0.9356 0.9146 0.7638 0.7793 1.1753 1.4090
1.0925 0.7735 1.3998 1.6875 1.2181 0.7545 1.1689 1.3243 1.0316 0.7264
0.7681 0.9001 0.9227 0.8248 0.7027 0.8335 1.1754 1.2773 0.9231 0.8689
1.5078 1.6449 1.0669 0.8205 1.3439 1.3915 0.9800 0.7234 0.8703 0.9626
0.8928 0.7473 0.6926 0.8841 1.1374 1.1263 0.8003 0.9884 1.5607 1.5445
0.9083 0.9619 1.4991 1.4116 0.9015 0.7757 0.9942 1.0106 0.8489 0.6946
0.7244 0.9202 1.0712 0.9732 0.7445 1.0942 1.5551 1.3956 0.7865 1.1363
1.6144 1.3771 0.8158 0.8871 1.1231 1.0371 0.7968 0.6813 0.7818 0.9381
0.9860 0.8394 0.7538 1.1671 1.4933 1.2186 0.7474 1.3094 1.6761 1.2911
0.7576 1.0438 1.2411 1.0372 0.7474 0.7148 0.8494 0.9361 0.8927 0.7427
0.8012 1.1958 1.3846 1.0347 0.8032 1.4501 1.6768 1.1591 0.7687 1.2193
1.3328 1.0057 0.7180 0.7915 0.9155 0.9156 0.8029 0.6964 0.8576 1.1832
1.2432 0.8771 0.9162 1.5441 1.6157 1.0038 0.8657 1.3907 1.3852 0.9457
0.7310 0.8995 0.9718 0.8794 0.7295 0.6997 0.9040 1.1333 1.0875 0.7746
1.0369 1.5784 1.5001 0.8557 1.0221 1.5337 1.3897 0.8655 0.8020 1.0235
1.0116 0.8307 0.6861 0.7401 0.9339 1.0578 0.9359 0.7432 1.1365 1.5553
1.3408 0.7604 1.2011 1.6339 1.3399 0.7883 0.9289 1.1482 1.0289 0.7777
0.6852 0.8010 0.9438 0.9663 0.8094 0.7706 1.1968 1.4774 1.1585 0.7579
1.3672 1.6778 1.2395 0.7518 1.0926 1.2575 1.0186 0.7321 0.7310 0.8672
0.9341 0.8700 0.7257 0.8250 1.2127 1.3559 0.9796 0.8416 1.4963 1.6597
1.0999 0.7938 1.2683 1.3368 0.9784 0.7142 0.8166 0.9290 0.9063 0.7815
0.6943 0.8813 1.1866 1.2064 0.8361 0.9666 1.5733 1.5816 0.9443 0.9169
1.4322 1.3747 0.9116 0.7446 0.9287 0.9784 0.8638 0.7135 0.7102 0.9230
1.1262 1.0468 0.7569 1.0864 1.5911 1.4498 0.8105 1.0863 1.5638 1.3615
0.8317 0.8337 1.0516 1.0094 0.8116 0.6807 0.7579 0.9457 1.0417 0.8989
0.7497 1.1773 1.5499 1.2818 0.7470 1.2663 1.6473 1.2970 0.7667 0.9738
1.1702 1.0171 0.7587 0.6929 0.8202 0.9473 0.9445 0.7817 0.7920 1.2239
1.4564 1.0966 0.7815 1.4229 1.6726 1.1833 0.7571 1.1420 1.2695 0.9965
0.7198 0.7501 0.8841 0.9295 0.8465 0.7128 0.8514 1.2262 1.3230 0.9263
0.8889 1.5385 1.6360 1.0388 0.8302 1.3155 1.3358 0.9485 0.7152 0.8432
0.9403 0.8948 0.7604 0.6966 0.9046 1.1867 1.1663 0.8011 1.0195 1.5976
1.5404 0.8874 0.9742 1.4701 1.3579 0.8770 0.7639 0.9572 0.9823 0.8467
0.7002 0.7235 0.9403 1.1155 1.0060 0.7481 1.1350 1.5974 1.3960 0.7758
1.1512
M2(KS)2
0.6044 0.6724 0.7852 0.9403 1.1260 1.3197 1.4923 1.6154 1.6678 1.6398
1.5366 1.3764 1.1860 0.9950 0.8288 0.7023 0.6206 0.5820 0.5836 0.6255
0.7107 0.8408 1.0097 1.2014 1.3906 1.5473 1.6450 1.6665 1.6080 1.4799
1.3045 1.1108 0.9267 0.7745 0.6653 0.6008 0.5780 0.5949 0.6532 0.7557
0.9022 1.0827 1.2767 1.4566 1.5933 1.6629 1.6531 1.5658 1.4162 1.2299
1.0368 0.8633 0.7269 0.6351 0.5872 0.5798 0.6124 0.6876 0.8076 0.9687
1.1575 1.3498 1.5162 1.6291 1.6687 1.6279 1.5140 1.3469 1.1545 0.9660
0.8054 0.6861 0.6116 0.5796 0.5876 0.6362 0.7287 0.8658 1.0397 1.2329
1.4188 1.5677 1.6539 1.6624 1.5916 1.4540 1.2737 1.0797 0.8996 0.7538
0.6519 0.5944 0.5780 0.6015 0.6667 0.7765 0.9294 1.1137 1.3075 1.4823
1.6094 1.6668 1.6442 1.5457 1.3883 1.1989 1.0074 0.8389 0.7093 0.6247
0.5834 0.5823 0.6214 0.7036 0.8307 0.9973 1.1885 1.3787 1.5383 1.6406
1.6676 1.6143 1.4903 1.3173 1.1236 0.9381 0.7835 0.6713 0.6037 0.5782
0.5925 0.6478 0.7475 0.8912 1.0697 1.2636 1.4456 1.5861 1.6606 1.6563
1.5738 1.4275 1.2430 1.0496 0.8738 0.7346 0.6399 0.5891 0.5791 0.6089
0.6811 0.7981 0.9570 1.1445 1.3373 1.5063 1.6237 1.6686 1.6331 1.5236
1.3592 1.1674 0.9781 0.8151 0.6926 0.6151 0.5805 0.5858 0.6316 0.7211
0.8552 1.0271 1.2200 1.4073 1.5593 1.6504 1.6644 1.5986 1.4650 1.2867
1.0924 0.9107 0.7623 0.6574 0.5969 0.5779 0.5986 0.6609 0.7678 0.9181
1.1007 1.2946 1.4718 1.6031 1.6654 1.6481 1.5539 1.3996 1.2116 1.0194
0.8488 0.7166 0.6290 0.5849 0.5811 0.6175 0.6966 0.8207 0.9853 1.1755
1.3664 1.5290 1.6360 1.6683 1.6203 1.5006 1.3298 1.1365 0.9499 0.7927
0.6774 0.6069 0.5787 0.5903 0.6428 0.7395 0.8802 1.0569 1.2508 1.4345
1.5784 1.6580 1.6591 1.5814 1.4390 1.2562 1.0622 0.8845 0.7427 0.6449
0.5912 0.5785 0.6056 0.6748 0.7889 0.9453 1.1313 1.3246 1.4964 1.6180
1.6681 1.6380 1.5329 1.3713 1.1807 0.9903 0.8248 0.6994 0.6190 0.5816
0.5842 0.6273 0.7136 0.8447 1.0147 1.2070 1.3954 1.5507 1.6466 1.6659
1.6054 1.4758 1.2994 1.1053 0.9221 0.7711 0.6630 0.5996 0.5779 0.5959
0.6553 0.7593 0.9067 1.0876 1.2818 1.4612 1.5961 1.6637 1.6517 1.5623
1.4115 1.2249 1.0318 0.8589 0.7238 0.6333 0.5864 0.5802 0.6138 0.6901
0.8114 0.9738 1.1627 1.3545 1.5200 1.6313 1.6687 1.6258 1.5100 1.3417
1.1492 0.9614 0.8016 0.6834 0.6102 0.5793 0.5884 0.6382 0.7318 0.8698
1.0448 1.2384 1.4234 1.5707 1.6551 1.6615 1.5887 1.4498 1.2685 1.0743
0.8952 0.7506 0.6498 0.5934 0.5781 0.6026 0.6690 0.7803 0.9340 1.1187
1.3125 1.4866 1.6120 1.6672 1.6423 1.5416 1.3830 1.1934 1.0020 0.8343
0.7062 0.6229 0.5828 0.5829 0.6232 0.7066 0.8350 1.0030 1.1942 1.3837
1.5423 1.6426 1.6672 1.6117 1.4858 1.3115 1.1179 0.9333 0.7796 0.6686
0.6024 0.5781 0.5935 0.6502 0.7511 0.8958 1.0753 1.2695 1.4505 1.5891
1.6616 1.6549 1.5703 1.4228 1.2374 1.0438 0.8692 0.7314 0.6378 0.5882
0.5794 0.6104 0.6839 0.8023 0.9621 1.1500 1.3427 1.5108 1.6261 1.6687
1.6310
2SN(MK)2
0.8186 0.8550 0.9106 0.9791 1.0515 1.1182 1.1715 1.2066 1.2209 1.2133
1.1844 1.1363 1.0730 1.0014 0.9307 0.8703 0.8275 0.8061 0.8070 0.8301
0.8745 0.9361 1.0073 1.0784 1.1407 1.1875 1.2147 1.2206 1.2046 1.1679
1.1132 1.0459 0.9734 0.9056 0.8513 0.8166 0.8038 0.8133 0.8449 0.8966
0.9630 1.0354 1.1040 1.1609 1.2005 1.2196 1.2170 1.1928 1.1486 1.0882
1.0179 0.9462 0.8826 0.8353 0.8090 0.8048 0.8230 0.8628 0.9210 0.9908
1.0629 1.1279 1.1785 1.2104 1.2212 1.2101 1.1779 1.1269 1.0618 0.9897
0.9200 0.8620 0.8225 0.8047 0.8092 0.8359 0.8834 0.9472 1.0190 1.0893
1.1494 1.1933 1.2172 1.2195 1.2000 1.1601 1.1030 1.0343 0.9619 0.8957
0.8443 0.8130 0.8038 0.8170 0.8520 0.9065 0.9746 1.0470 1.1142 1.1686
1.2050 1.2206 1.2145 1.1870 1.1400 1.0775 1.0063 0.9353 0.8738 0.8297
0.8068 0.8062 0.8279 0.8710 0.9316 1.0023 1.0739 1.1370 1.1849 1.2136
1.2209 1.2063 1.1710 1.1174 1.0506 0.9782 0.9098 0.8544 0.8182 0.8039
0.8120 0.8421 0.8926 0.9583 1.0305 1.0997 1.1576 1.1985 1.2190 1.2178
1.1950 1.1521 1.0927 1.0228 0.9508 0.8863 0.8379 0.8101 0.8044 0.8211
0.8595 0.9166 0.9860 1.0582 1.1238 1.1756 1.2089 1.2211 1.2115 1.1807
1.1308 1.0664 0.9946 0.9245 0.8654 0.8245 0.8052 0.8082 0.8334 0.8797
0.9425 1.0141 1.0848 1.1459 1.1909 1.2162 1.2200 1.2020 1.1634 1.1074
1.0391 0.9666 0.8998 0.8472 0.8144 0.8037 0.8154 0.8490 0.9024 0.9698
1.0421 1.1100 1.1655 1.2032 1.2203 1.2156 1.1894 1.1435 1.0819 1.0111
0.9397 0.8774 0.8320 0.8077 0.8056 0.8258 0.8674 0.9270 0.9975 1.0693
1.1331 1.1823 1.2123 1.2211 1.2080 1.1740 1.1214 1.0553 0.9831 0.9141
0.8575 0.8200 0.8042 0.8107 0.8394 0.8887 0.9536 1.0256 1.0953 1.1542
1.1963 1.2183 1.2186 1.1972 1.1556 1.0972 1.0276 0.9554 0.8903 0.8406
0.8112 0.8041 0.8193 0.8562 0.9124 0.9812 1.0534 1.1198 1.1727 1.2074
1.2210 1.2128 1.1834 1.1347 1.0711 0.9995 0.9289 0.8688 0.8266 0.8058
0.8073 0.8311 0.8760 0.9379 1.0092 1.0803 1.1422 1.1885 1.2152 1.2204
1.2039 1.1667 1.1115 1.0438 0.9715 0.9040 0.8501 0.8159 0.8037 0.8139
0.8461 0.8983 0.9649 1.0372 1.1058 1.1623 1.2013 1.2198 1.2166 1.1918
1.1472 1.0865 1.0159 0.9442 0.8810 0.8344 0.8086 0.8050 0.8238 0.8641
0.9228 0.9929 1.0647 1.1294 1.1796 1.2110 1.2212 1.2095 1.1767 1.1253
1.0599 0.9878 0.9183 0.8606 0.8218 0.8045 0.8096 0.8370 0.8850 0.9490
1.0210 1.0911 1.1509 1.1942 1.2175 1.2192 1.1992 1.1589 1.1013 1.0323
0.9600 0.8942 0.8432 0.8124 0.8039 0.8176 0.8532 0.9083 0.9765 1.0488
1.1158 1.1699 1.2057 1.2208 1.2140 1.1859 1.1384 1.0756 1.0042 0.9332
0.8722 0.8287 0.8065 0.8065 0.8289 0.8724 0.9335 1.0046 1.0759 1.1386
1.1861 1.2141 1.2207 1.2056 1.1696 1.1155 1.0485 0.9762 0.9080 0.8530
0.8175 0.8039 0.8125 0.8434 0.8944 0.9603 1.0326 1.1016 1.1591 1.1993
1.2193 1.2174 1.1940 1.1507 1.0908 1.0206 0.9487 0.8847 0.8368 0.8096
0.8046 0.8219 0.8609 0.9186 0.9881 1.0602 1.1256 1.1770 1.2096 1.2212
1.2109
2KM(SN)2
0.6255 0.6914 0.7996 0.9464 1.1192 1.2962 1.4512 1.5604 1.6065 1.5819
1.4907 1.3474 1.1743 0.9976 0.8411 0.7202 0.6413 0.6038 0.6053 0.6460
0.7283 0.8525 1.0114 1.1884 1.3601 1.5002 1.5864 1.6054 1.5539 1.4401
1.2824 1.1051 0.9336 0.7894 0.6846 0.6220 0.5998 0.6163 0.6728 0.7715
0.9105 1.0791 1.2571 1.4193 1.5409 1.6022 1.5936 1.5166 1.3831 1.2145
1.0366 0.8738 0.7438 0.6553 0.6088 0.6016 0.6333 0.7060 0.8209 0.9730
1.1481 1.3234 1.4725 1.5725 1.6073 1.5714 1.4705 1.3208 1.1454 0.9704
0.8188 0.7046 0.6325 0.6014 0.6092 0.6564 0.7456 0.8761 1.0393 1.2172
1.3855 1.5182 1.5943 1.6018 1.5394 1.4171 1.2544 1.0764 0.9081 0.7696
0.6716 0.6158 0.5999 0.6227 0.6859 0.7913 0.9361 1.1079 1.2851 1.4423
1.5551 1.6056 1.5858 1.4987 1.3581 1.1862 1.0092 0.8507 0.7270 0.6452
0.6051 0.6040 0.6420 0.7215 0.8429 0.9998 1.1766 1.3495 1.4922 1.5826
1.6063 1.5594 1.4495 1.2940 1.1169 0.9444 0.7980 0.6903 0.6249 0.6001
0.6140 0.6677 0.7636 0.9002 1.0671 1.2452 1.4096 1.5345 1.6002 1.5964
1.5236 1.3933 1.2265 1.0484 0.8838 0.7512 0.6600 0.6107 0.6009 0.6300
0.6998 0.8119 0.9620 1.1362 1.3120 1.4637 1.5677 1.6072 1.5760 1.4791
1.3318 1.1573 0.9818 0.8281 0.7109 0.6360 0.6023 0.6075 0.6520 0.7383
0.8661 1.0275 1.2054 1.3752 1.5108 1.5912 1.6035 1.5456 1.4269 1.2662
1.0882 0.9185 0.7778 0.6769 0.6182 0.5997 0.6199 0.6802 0.7830 0.9255
1.0958 1.2734 1.4330 1.5495 1.6044 1.5892 1.5060 1.3682 1.1978 1.0204
0.8601 0.7339 0.6494 0.6065 0.6029 0.6382 0.7148 0.8334 0.9885 1.1647
1.3384 1.4839 1.5786 1.6070 1.5647 1.4586 1.3053 1.1288 0.9554 0.8068
0.6962 0.6280 0.6005 0.6118 0.6628 0.7559 0.8898 1.0552 1.2335 1.3996
1.5277 1.5979 1.5989 1.5304 1.4036 1.2385 1.0601 0.8939 0.7590 0.6648
0.6127 0.6004 0.6267 0.6937 0.8031 0.9511 1.1241 1.3006 1.4549 1.5627
1.6068 1.5803 1.4874 1.3427 1.1694 0.9932 0.8373 0.7174 0.6397 0.6033
0.6059 0.6477 0.7311 0.8562 1.0160 1.1935 1.3645 1.5032 1.5879 1.6049
1.5516 1.4365 1.2777 1.1000 0.9293 0.7862 0.6823 0.6209 0.5998 0.6173
0.6749 0.7749 0.9147 1.0837 1.2618 1.4234 1.5434 1.6029 1.5924 1.5135
1.3789 1.2099 1.0319 0.8696 0.7409 0.6536 0.6081 0.6020 0.6347 0.7085
0.8246 0.9778 1.1530 1.3276 1.4760 1.5744 1.6073 1.5696 1.4671 1.3161
1.1405 0.9662 0.8152 0.7020 0.6311 0.6012 0.6099 0.6583 0.7485 0.8799
1.0440 1.2222 1.3896 1.5209 1.5954 1.6010 1.5368 1.4133 1.2497 1.0714
0.9039 0.7666 0.6696 0.6148 0.6000 0.6238 0.6881 0.7949 0.9404 1.1124
1.2897 1.4462 1.5574 1.6060 1.5841 1.4951 1.3534 1.1812 1.0041 0.8463
0.7239 0.6435 0.6045 0.6046 0.6438 0.7243 0.8470 1.0050 1.1818 1.3540
1.4957 1.5844 1.6060 1.5571 1.4455 1.2888 1.1117 0.9398 0.7942 0.6877
0.6236 0.6000 0.6150 0.6700 0.7670 0.9045 1.0723 1.2506 1.4139 1.5372
1.6011 1.5952 1.5205 1.3891 1.2213 1.0431 0.8794 0.7481 0.6580 0.6098
0.6012 0.6313 0.7025 0.8159 0.9668 1.1412 1.3169 1.4677 1.5698 1.6073
1.5741
NO3
0.8539 0.8930 0.9444 0.9981 1.0469 1.0864 1.1149 1.1323 1.1392 1.1355
1.1214 1.0963 1.0601 1.0139 0.9611 0.9080 0.8639 0.8390 0.8401 0.8668
0.9120 0.9654 1.0179 1.0634 1.0987 1.1229 1.1362 1.1390 1.1313 1.1130
1.0836 1.0433 0.9940 0.9401 0.8893 0.8515 0.8362 0.8477 0.8827 0.9322
0.9862 1.0366 1.0784 1.1094 1.1294 1.1385 1.1373 1.1256 1.1029 1.0692
1.0251 0.9733 0.9195 0.8725 0.8425 0.8375 0.8589 0.9008 0.9531 1.0065
1.0539 1.0917 1.1184 1.1341 1.1393 1.1340 1.1181 1.0912 1.0533 1.0057
0.9523 0.9000 0.8584 0.8374 0.8428 0.8731 0.9203 0.9742 1.0258 1.0698
1.1034 1.1258 1.1374 1.1385 1.1291 1.1090 1.0778 1.0359 0.9854 0.9314
0.8820 0.8474 0.8363 0.8520 0.8900 0.9409 0.9948 1.0440 1.0841 1.1134
1.1315 1.1390 1.1361 1.1227 1.0983 1.0628 1.0173 0.9647 0.9114 0.8664
0.8399 0.8392 0.8644 0.9086 0.9618 1.0145 1.0606 1.0967 1.1217 1.1357
1.1391 1.1322 1.1146 1.0859 1.0463 0.9975 0.9437 0.8924 0.8534 0.8364
0.8461 0.8797 0.9287 0.9827 1.0334 1.0759 1.1077 1.1284 1.1382 1.1377
1.1267 1.1048 1.0718 1.0284 0.9769 0.9230 0.8753 0.8438 0.8370 0.8567
0.8975 0.9495 1.0031 1.0511 1.0895 1.1170 1.1334 1.1393 1.1347 1.1195
1.0934 1.0561 1.0091 0.9560 0.9033 0.8606 0.8380 0.8416 0.8705 0.9169
0.9705 1.0225 1.0672 1.1015 1.1246 1.1369 1.1387 1.1301 1.1107 1.0803
1.0390 0.9890 0.9350 0.8850 0.8490 0.8362 0.8501 0.8869 0.9373 0.9913
1.0409 1.0817 1.1118 1.1307 1.1389 1.1366 1.1239 1.1002 1.0655 1.0205
0.9683 0.9148 0.8689 0.8410 0.8384 0.8620 0.9052 0.9581 1.0112 1.0579
1.0946 1.1203 1.1351 1.1392 1.1330 1.1161 1.0882 1.0493 1.0010 0.9474
0.8956 0.8554 0.8367 0.8446 0.8769 0.9252 0.9791 1.0302 1.0733 1.1059
1.1273 1.1379 1.1380 1.1277 1.1066 1.0744 1.0315 0.9805 0.9266 0.8781
0.8452 0.8366 0.8546 0.8942 0.9459 0.9996 1.0481 1.0872 1.1155 1.1327
1.1392 1.1353 1.1209 1.0954 1.0590 1.0126 0.9596 0.9066 0.8630 0.8387
0.8405 0.8679 0.9134 0.9668 1.0193 1.0645 1.0995 1.1234 1.1364 1.1389
1.1310 1.1124 1.0826 1.0420 0.9925 0.9387 0.8880 0.8508 0.8362 0.8484
0.8839 0.9337 0.9877 1.0378 1.0793 1.1101 1.1297 1.1386 1.1371 1.1251
1.1022 1.0682 1.0238 0.9718 0.9181 0.8715 0.8421 0.8378 0.8598 0.9020
0.9546 1.0079 1.0551 1.0925 1.1190 1.1344 1.1393 1.1337 1.1175 1.0903
1.0521 1.0044 0.9508 0.8986 0.8575 0.8372 0.8433 0.8743 0.9217 0.9756
1.0271 1.0709 1.1041 1.1262 1.1375 1.1383 1.1287 1.1083 1.0768 1.0346
0.9840 0.9300 0.8808 0.8467 0.8363 0.8527 0.8912 0.9424 0.9962 1.0452
1.0850 1.1140 1.1319 1.1391 1.1359 1.1221 1.0974 1.0617 1.0158 0.9631
0.9099 0.8653 0.8395 0.8396 0.8655 0.9101 0.9634 1.0161 1.0618 1.0976
1.1222 1.1359 1.1391 1.1318 1.1139 1.0849 1.0450 0.9960 0.9421 0.8910
0.8526 0.8363 0.8468 0.8811 0.9302 0.9842 1.0348 1.0770 1.1084 1.1288
1.1384 1.1375 1.1262 1.1040 1.0707 1.0269 0.9753 0.9215 0.8741 0.8432
0.8372 0.8576 0.8989 0.9511 1.0046 1.0523 1.0905 1.1176 1.1338 1.1393
1.1344
2MLS4
1.1473 0.9073 0.9387 1.2106 1.2219 0.8259 0.6486 1.0948 1.2209 0.8353
0.6061 1.0688 1.2597 1.0185 0.8105 1.0428 1.2678 1.2526 1.0598 0.9146
1.0614 1.2669 1.1604 0.7482 0.7707 1.1797 1.1693 0.7081 0.6777 1.1520
1.2186 0.8842 0.7926 1.1267 1.2879 1.1771 0.9822 0.9714 1.1704 1.2831
1.0793 0.7207 0.9085 1.2344 1.0909 0.6043 0.7892 1.2103 1.1441 0.7511
0.8335 1.2005 1.2658 1.0737 0.9383 1.0589 1.2495 1.2594 0.9940 0.7594
1.0405 1.2566 0.9925 0.5578 0.9129 1.2400 1.0414 0.6472 0.9151 1.2510
1.2024 0.9613 0.9436 1.1531 1.2885 1.2017 0.9260 0.8526 1.1519 1.2449
0.8851 0.5888 1.0302 1.2379 0.9184 0.6020 1.0123 1.2686 1.1031 0.8632
0.9947 1.2312 1.2831 1.1203 0.8981 0.9731 1.2325 1.2007 0.7866 0.6850
1.1289 1.2047 0.7881 0.6301 1.1036 1.2506 0.9790 0.8066 1.0721 1.2785
1.2349 1.0347 0.9228 1.0943 1.2756 1.1320 0.7231 0.8151 1.2022 1.1424
0.6650 0.7188 1.1779 1.1974 0.8430 0.8088 1.1545 1.2863 1.1504 0.9657
0.9926 1.1962 1.2791 1.0465 0.7172 0.9523 1.2452 1.0546 0.5773 0.8355
1.2259 1.1114 0.7172 0.8645 1.2220 1.2513 1.0434 0.9368 1.0860 1.2649
1.2442 0.9642 0.7767 1.0791 1.2550 0.9511 0.5565 0.9583 1.2434 1.0005
0.6303 0.9535 1.2621 1.1764 0.9338 0.9581 1.1782 1.2915 1.1780 0.9060
0.8830 1.1806 1.2312 0.8425 0.6134 1.0686 1.2291 0.8715 0.6105 1.0494
1.2677 1.0675 0.8475 1.0200 1.2492 1.2734 1.0936 0.8946 1.0079 1.2498
1.1771 0.7520 0.7255 1.1590 1.1838 0.7404 0.6626 1.1363 1.2369 0.9379
0.8094 1.1014 1.2855 1.2144 1.0113 0.9358 1.1256 1.2802 1.1010 0.7046
0.8599 1.2204 1.1116 0.6263 0.7620 1.1999 1.1719 0.8037 0.8300 1.1803
1.2808 1.1223 0.9534 1.0165 1.2196 1.2713 1.0139 0.7212 0.9952 1.2515
1.0162 0.5588 0.8822 1.2369 1.0760 0.6885 0.8987 1.2402 1.2334 1.0136
0.9402 1.1133 1.2768 1.2261 0.9360 0.7998 1.1144 1.2490 0.9079 0.5656
1.0008 1.2423 0.9569 0.6221 0.9912 1.2692 1.1472 0.9095 0.9761 1.2016
1.2907 1.1527 0.8908 0.9160 1.2061 1.2136 0.8019 0.6450 1.1043 1.2158
0.8248 0.6275 1.0850 1.2625 1.0308 0.8372 1.0471 1.2642 1.2605 1.0673
0.8964 1.0427 1.2629 1.1506 0.7212 0.7689 1.1841 1.1596 0.6955 0.6995
1.1640 1.2194 0.8976 0.8186 1.1303 1.2890 1.1909 0.9900 0.9532 1.1557
1.2808 1.0673 0.6931 0.9058 1.2348 1.0763 0.5931 0.8081 1.2186 1.1419
0.7670 0.8566 1.2047 1.2712 1.0930 0.9454 1.0429 1.2403 1.2597 0.9808
0.7326 1.0373 1.2531 0.9745 0.5495 0.9293 1.2434 1.0367 0.6657 0.9357
1.2550 1.2116 0.9844 0.9487 1.1405 1.2852 1.2045 0.9100 0.8280 1.1474
1.2382 0.8629 0.5845 1.0419 1.2364 0.9102 0.6232 1.0292 1.2723 1.1147
0.8890 0.9980 1.2235 1.2863 1.1259 0.8802 0.9518 1.2282 1.1919 0.7622
0.6836 1.1371 1.1979 0.7770 0.6536 1.1189 1.2529 0.9920 0.8330 1.0759
1.2760 1.2442 1.0410 0.9035 1.0772 1.2722 1.1200 0.6952 0.8147 1.2057
1.1303 0.6528 0.7408 1.1889 1.1971 0.8575 0.8338 1.1579 1.2886 1.1653
0.9723 0.9742 1.1837 1.2772 1.0332 0.6897 0.9515 1.2444 1.0384 0.5677
0.8547
ML4
1.1085 0.8824 0.9218 1.2028 1.2294 0.8409 0.6669 1.1334 1.2674 0.8659
0.6247 1.0918 1.2722 1.0159 0.7987 1.0169 1.2270 1.2075 1.0218 0.8855
1.0358 1.2495 1.1586 0.7564 0.7879 1.2167 1.2124 0.7350 0.7013 1.1838
1.2396 0.8887 0.7867 1.1055 1.2517 1.1369 0.9464 0.9376 1.1362 1.2569
1.0694 0.7231 0.9227 1.2668 1.1280 0.6272 0.8186 1.2496 1.1714 0.7607
0.8337 1.1861 1.2370 1.0405 0.9050 1.0205 1.2082 1.2265 0.9778 0.7560
1.0490 1.2817 1.0219 0.5779 0.9478 1.2845 1.0722 0.6600 0.9223 1.2452
1.1826 0.9360 0.9123 1.1113 1.2428 1.1647 0.9050 0.8425 1.1524 1.2609
0.9064 0.6080 1.0687 1.2847 0.9496 0.6177 1.0278 1.2725 1.0928 0.8454
0.9656 1.1884 1.2363 1.0821 0.8730 0.9548 1.2236 1.2071 0.8003 0.7040
1.1683 1.2505 0.8171 0.6498 1.1281 1.2640 0.9772 0.7954 1.0461 1.2378
